time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,dewpoint_2m_max,dewpoint_2m_min,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,et0_fao_evapotranspiration,shortwave_radiation_sum
2010-11-05,29.8,17.6,23.5,13.2,8.1,9.5,25.6,54,4.61,19.12
2010-11-06,28.8,16.0,22.6,13.2,9.6,9.8,26.3,59,4.49,18.99
2010-11-07,29.0,17.6,23.1,13.2,10.3,11.2,27.7,55,4.52,18.26
2010-11-08,30.4,19.2,24.7,19.5,12.9,15.9,34.6,73,4.36,14.83
2010-11-09,29.7,22.5,25.6,20.9,18.7,13.0,28.8,110,3.09,12.57
2010-11-10,30.7,21.1,25.8,20.8,17.6,7.4,17.6,46,3.29,14.94
2010-11-11,29.3,21.6,24.7,22.0,19.9,8.8,25.6,49,2.83,13.2
2010-11-12,28.7,20.3,24.0,21.7,19.6,6.0,22.3,324,2.76,13.65
2010-11-13,27.7,20.6,23.9,21.4,19.7,5.4,16.2,69,2.58,12.99
2010-11-14,29.4,20.4,24.8,20.8,19.8,6.5,19.1,64,3.25,15.7
2010-11-15,29.5,20.9,24.9,21.2,19.7,7.7,17.6,110,3.16,15.19
2010-11-16,29.0,20.9,24.6,20.9,16.9,10.0,22.7,237,3.11,14.9
2010-11-17,29.8,20.1,24.6,19.6,14.8,11.0,25.9,121,3.73,16.68
2010-11-18,27.8,20.0,22.8,19.7,18.0,8.9,28.1,122,2.45,11.87
2010-11-19,27.3,18.9,22.4,19.4,18.0,9.3,23.4,302,2.58,12.66
2010-11-20,26.9,17.0,21.7,18.7,8.9,10.9,23.8,20,3.62,16.66
2010-11-21,26.5,13.3,19.9,11.3,6.3,8.7,20.9,64,3.53,16.74
2010-11-22,25.7,17.2,20.9,11.7,7.9,12.3,25.6,85,2.98,9.58
2010-11-23,24.7,19.1,21.0,13.7,11.0,13.8,26.3,64,2.56,6.79
2010-11-24,29.4,18.3,23.3,20.0,13.2,15.5,34.2,160,3.55,14.89
2010-11-25,28.4,20.0,23.2,21.3,19.6,9.0,28.8,335,2.61,12.82
2010-11-26,27.6,19.6,22.9,20.7,19.1,10.2,22.3,359,2.57,12.88
2010-11-27,26.8,19.8,22.2,21.0,19.1,8.7,25.9,71,2.18,11.16
2010-11-28,25.0,18.7,21.4,19.8,18.7,8.8,28.8,62,1.99,10.51
2010-11-29,25.6,18.4,21.7,19.0,16.8,12.1,26.6,44,2.62,13.11
2010-11-30,25.8,16.6,21.0,17.1,15.8,8.4,22.3,38,2.8,14.36
2010-12-01,25.8,16.4,20.9,16.2,13.7,10.4,25.6,66,2.85,14.12
2010-12-02,23.4,17.3,20.1,16.5,13.6,11.3,31.3,60,2.61,12.56
2010-12-03,24.1,15.3,18.9,14.4,11.3,13.6,32.0,54,3.19,16.27
2010-12-04,23.9,14.1,18.4,12.0,8.9,12.4,29.2,55,3.4,16.3
2010-12-05,24.5,13.3,18.4,11.7,8.3,11.1,26.6,55,3.53,16.4
2010-12-06,23.4,12.1,17.2,9.3,5.1,11.1,26.3,44,3.6,17.05
2010-12-07,24.0,11.8,17.6,11.7,8.2,13.4,29.9,50,3.44,16.05
2010-12-08,21.6,15.8,18.5,13.1,10.7,13.0,28.1,38,2.27,8.46
2010-12-09,23.6,17.2,19.8,15.1,12.0,9.2,22.7,28,2.35,10.41
2010-12-10,25.8,15.2,20.5,15.1,11.5,9.4,22.7,40,2.97,14.28
2010-12-11,24.9,14.5,19.2,13.7,8.7,12.3,27.4,330,3.43,16.27
2010-12-12,22.6,10.9,16.7,8.9,4.5,9.1,19.1,3,3.27,16.74
2010-12-13,23.1,11.1,16.9,9.3,6.9,9.0,20.2,76,3.11,16.46
2010-12-14,23.2,10.6,16.5,8.6,4.7,9.3,20.9,51,3.38,16.73
2010-12-15,23.4,9.7,16.2,8.3,4.2,9.9,22.3,70,3.27,16.95
2010-12-16,23.7,9.7,16.4,8.5,3.2,11.0,20.5,65,3.4,16.92
2010-12-17,24.0,9.7,16.4,8.6,2.5,10.9,19.4,65,3.47,16.98
2010-12-18,24.2,11.8,17.1,8.0,1.8,9.7,16.9,71,3.27,16.96
2010-12-19,23.9,10.0,16.7,6.7,3.1,11.0,27.0,42,3.66,16.92
2010-12-20,23.5,8.4,15.9,7.3,-0.5,9.9,20.5,48,3.47,17.13
2010-12-21,24.8,12.8,17.8,6.4,-0.0,9.7,14.8,120,3.17,17.14
2010-12-22,25.8,9.5,17.1,8.2,3.2,10.8,22.0,216,3.66,16.91
2010-12-23,25.6,10.9,18.1,9.4,3.2,9.5,23.4,237,3.67,16.81
2010-12-24,25.2,10.9,17.6,10.1,5.1,9.9,15.8,334,3.27,16.78
2010-12-25,25.0,10.2,17.6,9.9,5.9,10.0,16.9,88,3.29,16.74
2010-12-26,25.5,11.5,18.3,9.4,7.3,10.2,24.5,117,3.48,16.59
2010-12-27,26.3,14.0,19.6,10.2,7.1,10.8,27.4,120,3.79,16.23
2010-12-28,26.0,14.1,19.6,8.6,5.7,11.4,27.7,118,4.12,16.52
2010-12-29,26.3,13.4,19.3,9.9,6.2,12.9,29.2,137,3.96,16.46
2010-12-30,25.8,14.1,19.9,13.6,7.3,11.5,26.6,205,3.61,15.42
2010-12-31,20.3,13.0,17.1,14.9,1.4,12.1,25.6,322,1.77,5.83
2011-01-01,20.4,8.5,14.2,5.4,1.7,13.0,31.0,36,3.48,17.31
2011-01-02,21.0,6.8,13.8,5.7,0.4,9.9,21.6,50,3.21,17.45
2011-01-03,20.9,7.3,13.8,5.1,2.7,10.9,26.6,54,3.28,17.38
2011-01-04,20.9,6.8,13.5,5.1,1.2,10.5,22.0,42,3.23,17.41
2011-01-05,20.6,5.6,13.1,5.2,0.1,9.6,24.1,43,3.31,17.61
2011-01-06,21.5,6.1,13.4,4.9,1.5,10.6,27.0,48,3.38,17.77
2011-01-07,22.6,5.7,14.0,4.9,-2.1,10.5,25.9,69,3.6,17.94
2011-01-08,23.6,7.3,15.0,5.2,-2.2,11.0,18.7,89,3.52,17.81
2011-01-09,23.4,7.9,15.4,6.1,1.4,10.1,20.2,56,3.68,17.71
2011-01-10,22.3,8.0,14.8,8.0,1.3,10.7,21.2,18,3.43,17.78
2011-01-11,23.9,9.1,15.8,5.7,-3.3,10.0,18.0,0,3.47,17.95
2011-01-12,26.4,12.6,18.5,6.3,1.0,10.4,16.2,167,3.65,17.62
2011-01-13,28.3,11.5,19.2,9.2,4.0,10.1,22.3,220,4.03,17.59
2011-01-14,27.3,11.6,19.5,9.8,5.8,14.3,31.3,239,4.3,17.56
2011-01-15,25.3,12.9,18.9,9.8,6.0,13.7,29.9,296,4.05,17.5
2011-01-16,21.2,9.9,15.3,4.2,-9.2,12.4,29.5,353,4.2,18.58
2011-01-17,23.8,7.8,15.2,2.3,-6.6,10.2,16.6,295,3.82,18.49
2011-01-18,25.6,10.3,17.8,4.7,-1.2,10.2,25.2,275,4.13,17.9
2011-01-19,24.7,10.6,17.7,5.1,2.0,10.0,25.2,358,3.97,18.08
2011-01-20,23.7,9.2,16.3,5.1,0.4,10.5,21.6,42,3.82,18.42
2011-01-21,25.3,9.6,17.3,6.9,1.5,10.0,19.1,76,3.82,18.24
2011-01-22,27.1,11.7,19.2,9.1,4.9,9.6,18.0,152,3.95,18.21
2011-01-23,28.1,13.2,20.2,9.9,5.0,10.0,23.8,208,4.15,17.7
2011-01-24,27.8,11.8,20.0,10.4,5.2,9.8,19.4,335,3.84,18.12
2011-01-25,27.6,13.6,20.2,11.4,8.9,10.5,24.8,83,3.69,18.12
2011-01-26,26.0,13.2,19.3,10.7,7.4,10.1,26.3,28,4.01,18.36
2011-01-27,25.3,12.6,18.6,8.5,6.2,13.0,29.9,54,4.09,18.81
2011-01-28,27.6,13.3,19.8,12.3,6.8,9.7,25.2,103,3.82,16.74
2011-01-29,27.6,13.9,20.4,11.8,7.2,9.4,22.0,17,3.87,18.59
2011-01-30,27.3,12.0,19.8,11.7,4.7,9.8,20.5,338,3.96,18.96
2011-01-31,26.1,13.6,19.4,12.0,6.9,14.0,31.7,48,3.99,19.06
2011-02-01,26.6,12.4,19.1,10.5,8.0,11.0,25.9,27,4.11,19.06
2011-02-02,27.1,11.6,19.1,8.8,3.5,10.9,20.2,31,4.21,19.5
2011-02-03,27.9,11.7,19.6,7.9,4.8,10.7,22.7,59,4.45,19.64
2011-02-04,29.4,12.0,20.6,9.0,4.0,9.5,23.0,65,4.39,19.84
2011-02-05,30.0,13.1,21.6,11.7,3.6,10.9,20.5,123,4.68,19.93
2011-02-06,30.8,13.8,22.4,10.6,3.6,10.7,24.8,182,5.02,20.0
2011-02-07,30.9,14.9,22.9,10.0,5.8,14.5,32.0,235,5.31,19.85
2011-02-08,27.8,16.3,22.0,10.7,6.6,14.2,33.1,346,4.56,18.57
2011-02-09,28.6,15.7,22.0,10.9,8.0,10.9,29.2,69,4.22,18.66
2011-02-10,29.9,15.8,22.5,10.3,7.5,12.6,25.9,72,4.84,19.93
2011-02-11,29.7,15.9,22.6,11.2,7.7,11.0,24.8,64,4.9,20.02
2011-02-12,30.9,16.3,23.5,10.7,7.3,9.4,24.5,146,4.81,20.13
2011-02-13,31.6,17.1,24.2,14.1,6.7,9.2,25.2,205,5.11,20.4
2011-02-14,30.9,17.7,24.4,10.8,4.7,10.9,28.1,273,4.95,19.08
2011-02-15,29.1,17.1,23.1,12.2,8.2,18.1,39.2,238,4.89,18.24
2011-02-16,25.2,17.2,21.0,12.9,8.9,14.4,27.7,320,3.83,16.23
2011-02-17,24.3,15.9,20.0,13.3,10.3,13.9,24.8,40,3.56,16.2
2011-02-18,25.0,14.2,19.7,9.6,5.3,14.2,34.2,51,4.72,20.88
2011-02-19,26.5,14.9,20.5,7.1,4.3,14.8,34.6,66,5.23,20.49
2011-02-20,24.2,16.1,19.7,12.0,4.8,17.9,39.6,81,4.35,16.55
2011-02-21,25.3,13.1,19.1,10.8,5.0,13.0,31.0,52,4.42,21.38
2011-02-22,26.3,12.4,19.6,9.0,5.2,11.2,28.8,84,4.44,21.0
2011-02-23,29.1,13.2,21.4,9.3,6.7,9.4,22.3,100,4.74,21.83
2011-02-24,28.9,16.8,22.8,11.9,8.3,11.5,28.4,211,4.43,17.63
2011-02-25,27.8,14.8,21.5,9.5,5.7,12.0,27.4,350,4.88,20.64
2011-02-26,28.3,14.4,21.4,14.0,4.8,10.0,23.0,56,4.55,20.33
2011-02-27,29.1,16.2,22.3,10.1,5.6,17.1,27.4,68,5.27,21.79
2011-02-28,28.9,15.7,22.1,10.8,7.8,16.1,34.2,63,4.98,21.3
2011-03-01,30.5,17.0,23.9,12.7,9.8,12.1,28.1,122,4.87,19.68
2011-03-02,31.6,18.4,24.8,14.2,7.6,15.1,34.9,285,5.4,20.18
2011-03-03,33.0,18.2,25.7,12.2,9.0,11.8,28.4,173,5.88,22.17
2011-03-04,33.3,18.8,26.2,13.8,9.6,18.6,39.6,251,5.91,21.81
2011-03-05,32.3,17.6,24.9,14.0,7.8,12.0,28.4,343,5.54,22.85
2011-03-06,32.3,18.7,25.3,13.8,9.9,11.8,28.1,52,5.47,22.79
2011-03-07,33.4,19.0,26.0,12.4,7.7,11.4,26.3,60,5.77,23.2
2011-03-08,34.6,18.6,26.6,12.4,1.6,18.1,37.4,257,6.88,23.61
2011-03-09,31.6,19.4,25.4,9.1,4.2,16.5,31.3,303,6.62,23.62
2011-03-10,30.8,17.5,24.0,10.8,6.7,16.0,31.3,7,5.85,23.75
2011-03-11,29.6,18.2,23.7,9.7,2.3,18.4,34.6,11,6.59,23.96
2011-03-12,29.2,15.5,22.5,5.8,1.2,13.8,31.0,39,6.12,24.69
2011-03-13,31.6,14.8,24.0,8.6,1.8,10.5,21.2,51,5.75,24.53
2011-03-14,33.9,17.8,26.3,10.2,3.1,10.2,25.6,299,6.46,24.43
2011-03-15,33.6,18.7,26.1,6.8,3.5,11.7,28.4,46,6.84,24.73
2011-03-16,34.3,18.5,26.5,10.0,1.7,11.2,27.0,56,6.12,25.21
2011-03-17,36.7,19.5,29.0,9.8,2.8,10.6,25.9,279,6.68,24.86
2011-03-18,37.6,21.2,29.4,7.7,5.0,15.0,32.0,269,7.54,24.61
2011-03-19,36.7,22.3,29.3,4.9,-1.5,19.9,41.4,265,8.81,25.45
2011-03-20,35.0,21.8,28.2,4.8,-1.3,20.2,43.2,264,8.51,25.68
2011-03-21,34.8,21.5,28.0,10.1,3.5,13.8,28.1,291,6.81,25.07
2011-03-22,34.8,20.1,27.4,10.3,1.7,13.7,31.7,272,7.11,25.44
2011-03-23,35.0,20.6,27.7,7.1,3.0,12.4,29.5,288,6.77,24.28
2011-03-24,34.9,21.9,28.2,6.7,2.5,18.1,36.4,273,7.2,24.29
2011-03-25,34.3,18.5,27.4,9.8,1.5,9.9,23.8,344,6.45,24.82
2011-03-26,34.2,19.1,27.4,11.2,-2.3,12.4,28.1,21,6.91,25.97
2011-03-27,35.9,18.5,28.1,9.7,-1.1,10.5,23.0,322,6.98,26.05
2011-03-28,37.1,20.5,28.9,6.5,-0.8,14.9,33.1,255,8.05,26.11
2011-03-29,37.1,21.1,29.5,4.0,-3.3,18.6,35.6,273,9.0,26.33
2011-03-30,36.1,23.1,29.6,8.4,0.7,18.7,41.0,295,8.79,26.07
2011-03-31,35.7,21.6,29.1,4.5,0.7,17.1,37.8,293,8.58,26.25
2011-04-01,35.4,21.6,28.6,7.9,0.8,15.0,28.4,282,7.8,26.37
2011-04-02,36.0,21.3,28.8,8.5,3.6,11.0,23.8,276,7.35,26.06
2011-04-03,35.6,22.7,29.0,5.7,-1.7,15.9,34.6,294,8.29,26.5
2011-04-04,33.6,21.4,27.3,9.5,3.2,20.0,45.4,44,7.53,23.67
2011-04-05,33.9,21.2,27.7,2.6,-0.1,19.1,43.2,64,8.12,26.44
2011-04-06,35.0,21.7,28.5,2.7,-2.5,17.7,39.2,89,7.9,26.48
2011-04-07,36.3,22.6,28.3,13.0,1.5,14.5,37.8,167,6.86,21.9
2011-04-08,36.2,22.8,29.1,17.0,4.8,13.7,35.6,238,6.92,23.55
2011-04-09,35.5,19.9,28.5,14.6,6.2,10.2,28.1,81,6.3,25.11
2011-04-10,36.1,23.3,29.8,11.2,6.0,11.8,28.8,121,6.66,25.2
2011-04-11,37.1,23.1,30.5,9.5,6.3,11.5,26.6,153,6.75,24.55
2011-04-12,38.1,24.0,31.4,9.9,6.8,14.8,32.4,260,7.74,25.21
2011-04-13,35.5,24.2,30.1,11.2,6.1,15.9,28.1,345,7.49,23.11
2011-04-14,35.4,22.9,29.8,12.8,7.6,9.8,22.7,30,6.39,23.01
2011-04-15,36.4,24.3,30.2,10.7,8.0,9.8,26.3,32,6.91,24.39
2011-04-16,37.8,22.9,30.8,10.6,6.7,9.3,21.2,68,6.76,25.41
2011-04-17,39.1,26.5,32.4,11.3,8.9,15.6,34.6,253,7.75,24.6
2011-04-18,36.9,25.5,31.5,11.2,7.2,16.9,33.1,302,7.41,24.23
2011-04-19,36.5,24.7,30.5,11.9,7.9,15.5,35.6,3,7.41,24.3
2011-04-20,35.6,23.6,29.9,14.6,6.7,11.4,29.9,61,6.6,24.78
2011-04-21,36.6,24.5,29.7,12.2,8.2,11.9,40.0,75,6.6,23.32
2011-04-22,35.0,22.8,29.4,16.1,5.7,13.5,35.6,98,6.73,23.59
2011-04-23,36.2,23.5,30.2,14.7,5.0,14.7,32.8,192,6.89,24.65
2011-04-24,38.0,23.8,31.1,11.9,0.9,13.4,30.2,244,7.67,25.17
2011-04-25,39.3,22.0,31.1,11.6,-2.5,16.4,33.5,279,8.41,26.75
2011-04-26,39.9,22.5,31.8,7.6,-0.4,16.2,32.8,39,8.42,28.05
2011-04-27,39.1,23.4,32.0,12.3,5.5,20.5,42.8,27,9.28,27.72
2011-04-28,39.5,24.4,32.5,12.5,5.1,19.5,40.7,33,8.44,27.35
2011-04-29,40.2,25.4,33.5,15.4,3.8,12.6,29.9,351,8.14,25.46
2011-04-30,39.9,28.0,34.1,7.7,4.3,18.1,41.8,14,8.83,24.52
2011-05-01,39.9,27.7,33.9,18.0,6.6,10.6,27.4,275,7.37,26.41
2011-05-02,39.6,29.2,34.1,9.5,4.6,19.5,40.3,289,9.3,24.15
2011-05-03,38.9,27.8,33.2,11.7,4.5,19.5,39.6,275,10.12,27.14
2011-05-04,38.6,27.6,32.9,14.1,8.5,19.6,39.2,280,9.09,25.52
2011-05-05,38.6,27.1,32.8,16.6,9.5,17.7,38.2,281,8.06,25.7
2011-05-06,38.6,28.1,32.9,16.9,10.3,18.7,37.4,294,8.24,25.43
2011-05-07,38.7,27.6,33.1,9.8,3.7,18.9,42.1,301,9.15,27.07
2011-05-08,39.1,26.9,33.2,11.4,6.1,11.6,24.8,311,7.52,24.94
2011-05-09,40.1,28.5,33.7,10.7,6.1,18.8,44.6,286,9.26,24.1
2011-05-10,40.3,28.4,34.0,10.5,2.0,18.4,40.7,285,9.86,27.22
2011-05-11,39.9,27.3,33.7,15.6,4.5,18.3,37.8,276,8.96,27.27
2011-05-12,40.2,28.0,33.8,13.6,7.0,14.9,34.2,271,8.94,26.48
2011-05-13,40.3,28.1,34.1,15.0,7.7,15.9,33.8,274,8.77,26.69
2011-05-14,40.7,28.7,34.6,14.5,4.7,17.8,38.9,286,9.21,26.61
2011-05-15,40.8,28.7,34.6,16.0,6.3,15.8,32.0,279,8.16,27.0
2011-05-16,41.8,29.6,35.4,12.4,6.8,17.2,35.3,285,8.96,25.8
2011-05-17,42.3,30.2,35.8,12.7,9.5,14.8,39.6,295,9.05,25.26
2011-05-18,42.3,30.6,36.4,12.4,8.3,17.4,38.2,315,9.49,25.56
2011-05-19,41.7,30.7,35.9,14.7,7.7,19.6,38.9,280,10.33,26.66
2011-05-20,41.1,28.5,34.8,18.8,9.2,21.2,37.4,257,9.64,26.82
2011-05-21,39.1,27.1,33.1,20.6,13.2,21.2,40.3,261,8.93,26.88
2011-05-22,37.1,27.0,32.5,20.2,13.7,20.2,41.4,266,8.09,24.99
2011-05-23,38.2,27.4,33.0,18.8,13.8,15.9,33.8,276,8.05,24.84
2011-05-24,39.1,28.9,34.0,18.8,13.5,19.3,40.7,283,8.8,25.41
2011-05-25,40.0,29.4,34.3,17.8,13.2,18.3,36.7,283,7.86,24.46
2011-05-26,39.6,29.7,34.1,17.3,13.8,15.5,40.3,279,7.88,24.41
2011-05-27,40.3,29.7,34.5,16.5,13.8,18.6,41.0,327,8.27,25.41
2011-05-28,39.9,28.7,34.3,15.9,10.2,10.6,30.2,351,6.82,23.97
2011-05-29,40.4,29.9,35.1,14.8,10.1,16.2,33.1,320,8.45,24.9
2011-05-30,40.3,30.7,35.4,14.1,9.8,16.6,40.0,302,8.5,22.47
2011-05-31,39.9,29.6,34.5,16.8,11.2,16.9,37.8,273,9.3,25.87
2011-06-01,39.1,28.7,33.7,20.0,12.1,16.6,38.2,255,8.31,26.63
2011-06-02,39.2,28.7,33.8,18.5,12.6,15.5,34.6,306,7.34,25.03
2011-06-03,36.7,28.5,32.1,18.7,16.5,16.5,29.9,194,5.1,17.82
2011-06-04,36.9,28.8,32.5,19.5,16.3,11.8,24.5,206,5.49,18.02
2011-06-05,40.3,28.6,33.8,21.5,14.1,16.8,30.2,191,7.09,24.1
2011-06-06,39.3,28.9,34.2,22.2,14.2,13.1,28.4,185,6.68,23.25
2011-06-07,40.4,29.1,34.8,21.7,13.4,15.3,36.0,218,7.65,24.44
2011-06-08,39.9,28.7,33.8,22.9,16.8,16.8,38.5,236,7.84,25.29
2011-06-09,39.3,29.4,33.7,21.3,16.3,17.3,35.6,221,7.42,24.23
2011-06-10,39.2,27.8,32.7,22.1,17.3,20.6,34.9,229,7.38,24.6
2011-06-11,36.5,25.3,31.3,23.0,21.0,13.2,32.8,244,6.08,22.64
2011-06-12,38.3,28.4,33.1,22.1,19.3,15.8,32.8,252,7.27,25.36
2011-06-13,37.6,28.1,31.5,22.8,19.8,17.0,37.4,277,6.53,23.59
2011-06-14,36.8,27.9,31.2,23.1,19.4,18.8,34.2,272,6.51,22.31
2011-06-15,33.8,26.1,29.7,23.3,19.7,24.0,49.3,261,5.18,17.56
2011-06-16,34.9,26.1,30.2,21.6,19.6,24.2,49.0,263,6.5,20.22
2011-06-17,35.3,26.3,30.6,21.9,18.9,23.0,45.7,258,6.53,20.35
2011-06-18,34.6,26.5,30.7,21.2,18.2,20.2,45.0,270,6.19,19.45
2011-06-19,32.3,25.2,28.5,23.2,19.3,20.9,41.0,254,4.1,12.44
2011-06-20,33.7,26.3,28.8,23.6,20.2,22.3,50.4,272,5.19,17.62
2011-06-21,30.4,24.6,27.2,24.2,20.2,28.2,57.6,281,3.29,9.41
2011-06-22,25.2,24.0,24.7,23.3,22.0,25.5,50.4,272,1.28,3.75
2011-06-23,27.1,23.6,25.0,22.4,19.4,30.4,56.5,258,2.64,8.71
2011-06-24,24.9,23.4,23.8,22.4,18.6,22.1,41.4,256,1.3,2.47
2011-06-25,26.6,23.4,24.5,23.3,21.8,18.0,42.1,261,1.48,4.93
2011-06-26,26.7,23.1,24.9,23.0,21.5,24.5,42.1,275,2.06,7.81
2011-06-27,28.5,24.1,25.7,23.4,21.5,15.5,38.9,264,2.1,7.32
2011-06-28,26.4,23.6,24.5,23.1,21.8,19.0,47.5,254,1.58,5.98
2011-06-29,26.2,23.3,24.4,23.1,21.6,21.7,50.8,252,1.26,3.45
2011-06-30,29.6,24.4,26.7,22.3,21.1,23.6,45.0,252,3.51,11.46
2011-07-01,30.9,24.3,27.0,21.7,20.0,20.1,39.6,253,4.89,19.8
2011-07-02,30.3,23.9,27.0,23.0,20.5,20.2,41.0,258,5.06,22.22
2011-07-03,30.5,24.0,27.1,22.9,21.0,14.5,38.2,258,4.74,21.07
2011-07-04,31.3,24.2,27.3,23.2,21.3,14.9,36.7,287,4.92,22.62
2011-07-05,29.9,23.3,26.1,24.3,21.8,14.3,29.2,314,3.22,14.83
2011-07-06,29.0,23.0,25.4,23.7,22.4,11.2,24.8,359,2.55,11.78
2011-07-07,30.1,23.2,25.9,24.6,22.7,5.1,22.0,157,3.42,16.35
2011-07-08,27.9,23.3,24.9,24.3,22.8,10.7,26.3,263,2.27,10.68
2011-07-09,26.6,22.6,24.1,23.8,21.6,16.7,33.1,245,1.45,6.28
2011-07-10,26.2,22.7,24.1,21.6,21.0,21.3,46.4,250,2.17,8.54
2011-07-11,27.0,23.1,24.6,22.7,21.3,17.6,37.1,256,2.04,8.19
2011-07-12,29.3,23.6,25.5,23.9,22.7,16.6,38.2,288,2.17,9.28
2011-07-13,29.2,23.9,25.4,24.8,23.0,11.8,33.8,299,2.22,10.2
2011-07-14,29.7,23.6,26.1,24.3,23.2,9.5,18.7,313,2.74,12.6
2011-07-15,29.7,23.8,25.7,24.2,23.0,13.8,28.1,285,2.4,10.98
2011-07-16,24.4,23.4,23.9,23.7,23.2,9.3,22.7,278,0.71,2.9
2011-07-17,26.8,23.5,24.6,24.2,23.0,8.9,17.3,255,1.32,5.74
2011-07-18,25.7,23.7,24.5,24.5,23.2,14.4,27.0,230,0.91,3.88
2011-07-19,28.6,23.8,25.1,24.8,23.1,14.8,31.3,241,1.96,9.48
2011-07-20,25.2,23.6,24.2,23.1,22.0,23.0,49.3,265,1.02,2.97
2011-07-21,26.0,23.8,24.8,22.6,21.3,24.6,45.7,266,1.74,5.07
2011-07-22,24.3,23.1,23.7,22.3,20.9,21.3,42.1,267,1.27,3.1
2011-07-23,23.4,22.3,22.8,21.7,20.7,25.9,55.4,267,0.94,2.63
2011-07-24,22.7,21.6,22.2,22.1,20.6,18.9,37.1,242,0.71,2.53
2011-07-25,27.0,22.2,24.0,23.7,21.4,13.7,23.8,201,1.7,8.03
2011-07-26,30.6,22.8,26.3,24.7,22.3,8.0,20.5,142,4.03,19.3
2011-07-27,30.9,23.7,26.8,24.1,23.0,9.4,23.4,208,4.09,19.34
2011-07-28,29.3,23.4,26.3,23.9,22.7,13.8,32.0,246,3.09,14.38
2011-07-29,28.3,24.1,25.8,23.9,22.6,11.2,25.6,250,2.54,11.63
2011-07-30,27.5,23.8,25.1,24.1,22.9,13.9,26.6,272,1.86,8.46
2011-07-31,28.9,23.6,25.6,24.4,22.8,12.2,25.6,258,2.7,12.72
2011-08-01,28.4,23.6,25.4,24.1,22.7,14.9,32.4,260,2.34,10.89
2011-08-02,28.9,24.0,25.8,24.0,22.3,13.8,30.2,254,2.64,11.98
2011-08-03,29.5,24.2,26.0,24.6,22.9,13.7,30.6,278,2.41,10.9
2011-08-04,27.5,23.7,24.8,24.4,23.0,18.2,35.6,293,1.54,6.67
2011-08-05,27.4,23.0,24.4,24.2,22.2,14.6,28.1,259,1.22,5.23
2011-08-06,25.8,23.4,24.3,24.2,22.6,17.0,34.2,266,1.34,6.08
2011-08-07,26.0,23.4,24.2,23.9,22.4,23.2,39.2,256,1.04,3.88
2011-08-08,25.0,22.5,23.7,23.7,21.7,21.6,40.7,239,1.04,4.14
2011-08-09,25.1,22.5,23.5,23.2,21.1,27.0,53.6,219,1.26,4.95
2011-08-10,26.4,22.9,24.5,22.2,21.4,27.9,51.1,222,2.14,7.52
2011-08-11,27.9,23.2,24.9,23.0,21.2,21.5,50.4,230,3.32,15.58
2011-08-12,26.0,23.2,24.3,22.0,21.4,18.2,40.7,232,2.06,8.35
2011-08-13,26.9,22.5,23.9,23.5,22.1,12.6,28.4,252,1.51,6.93
2011-08-14,24.9,23.1,23.7,23.6,22.4,16.8,31.0,231,0.76,3.24
2011-08-15,28.5,23.2,25.3,22.7,21.8,23.3,45.7,218,3.15,13.79
2011-08-16,28.3,23.2,25.0,23.5,21.1,22.5,45.0,232,2.97,13.49
2011-08-17,26.6,23.2,24.3,23.5,22.0,13.9,28.8,251,1.83,8.55
2011-08-18,28.6,22.9,24.7,23.2,22.0,12.5,26.6,273,2.57,12.39
2011-08-19,27.8,22.9,24.8,23.8,21.8,10.4,25.6,281,2.45,11.64
2011-08-20,28.0,22.5,24.3,23.2,21.8,10.4,21.2,320,2.41,11.56
2011-08-21,29.6,22.5,25.6,24.2,22.4,8.0,19.8,155,3.71,17.9
2011-08-22,30.3,22.9,26.6,24.1,22.6,9.6,19.4,196,4.25,20.56
2011-08-23,30.0,23.9,26.2,25.1,23.2,10.0,23.0,242,3.29,15.67
2011-08-24,28.8,23.6,25.6,23.9,22.7,8.6,22.0,244,2.95,13.99
2011-08-25,29.4,23.2,25.2,24.6,22.8,8.1,15.8,283,2.94,13.96
2011-08-26,28.7,22.9,24.9,24.0,22.1,10.5,24.8,341,2.53,11.98
2011-08-27,29.2,22.6,25.1,23.5,22.1,11.2,33.5,359,2.6,12.07
2011-08-28,29.0,22.5,25.3,24.1,22.1,13.7,35.3,38,2.97,14.27
2011-08-29,28.8,23.3,25.2,25.0,22.9,14.4,38.9,78,2.53,12.3
2011-08-30,29.8,23.7,25.9,24.2,23.0,13.4,34.9,90,3.27,15.92
2011-08-31,30.0,23.2,25.9,24.6,22.9,9.5,28.4,43,3.17,15.16
2011-09-01,29.7,23.2,25.3,24.3,22.3,12.9,32.0,39,3.03,14.48
2011-09-02,27.3,23.2,24.7,23.5,22.6,9.0,21.2,350,2.02,9.3
2011-09-03,27.1,23.1,24.8,23.6,22.3,15.0,27.4,225,1.93,8.73
2011-09-04,28.7,23.6,25.1,24.2,22.4,14.4,28.8,187,3.12,15.27
2011-09-05,28.9,22.9,25.1,24.1,22.2,14.8,30.6,213,2.97,14.63
2011-09-06,27.7,23.5,25.2,23.0,21.9,14.5,33.1,219,2.5,11.53
2011-09-07,28.2,23.2,25.4,22.7,21.5,15.6,32.0,234,2.76,11.61
2011-09-08,25.7,22.6,24.2,22.0,20.2,17.1,31.0,236,1.74,6.38
