time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,dewpoint_2m_max,dewpoint_2m_min,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,et0_fao_evapotranspiration,shortwave_radiation_sum
2013-01-24,22.0,11.2,16.2,8.3,5.2,12.1,27.7,59,3.31,15.38
2013-01-25,22.8,10.1,16.2,6.9,3.8,11.4,27.4,45,3.91,18.44
2013-01-26,23.2,9.9,16.3,6.8,4.2,9.9,24.1,44,3.83,18.7
2013-01-27,22.8,9.3,15.8,6.4,2.2,9.7,22.7,46,3.56,17.25
2013-01-28,24.0,8.6,16.2,4.3,1.9,10.9,25.2,67,4.02,18.59
2013-01-29,24.4,8.9,16.7,5.3,0.9,11.4,19.4,60,4.05,19.03
2013-01-30,24.8,10.2,17.4,6.4,2.9,13.7,29.9,93,4.02,17.32
2013-01-31,24.4,12.3,18.0,8.4,4.9,10.5,25.2,70,3.46,13.5
2013-02-01,26.3,14.4,19.8,10.4,7.6,11.3,25.9,79,3.75,16.48
2013-02-02,28.0,14.5,20.9,11.8,8.6,11.2,23.0,67,4.04,17.1
2013-02-03,27.4,14.9,20.9,12.7,8.8,11.2,27.7,88,4.23,18.78
2013-02-04,29.2,17.7,22.2,17.8,9.9,22.1,54.7,165,4.27,15.54
2013-02-05,26.3,17.2,21.3,17.3,14.7,11.2,34.9,194,3.41,16.88
2013-02-06,24.4,15.8,19.4,15.9,12.3,12.8,25.9,350,3.11,15.14
2013-02-07,22.5,14.6,17.6,14.1,7.6,17.6,37.8,42,3.44,17.31
2013-02-08,22.2,10.9,16.0,7.6,5.6,12.0,29.5,31,4.06,20.3
2013-02-09,23.9,9.5,16.4,11.5,5.4,11.4,25.9,52,3.88,20.15
2013-02-10,27.3,13.1,19.9,15.0,7.6,11.6,22.7,69,4.01,18.83
2013-02-11,28.6,15.7,21.7,16.1,11.2,11.3,25.2,66,3.85,17.95
2013-02-12,27.1,16.2,21.1,16.0,14.5,11.5,34.9,26,3.5,17.55
2013-02-13,28.0,16.3,21.4,15.5,13.5,10.7,25.2,47,3.81,18.43
2013-02-14,26.0,17.0,20.9,15.3,13.6,12.3,31.7,119,3.14,14.12
2013-02-15,24.1,16.7,19.6,16.8,15.4,15.3,42.8,117,3.01,16.2
2013-02-16,23.3,15.0,18.4,17.1,5.3,23.9,59.0,220,2.94,12.86
2013-02-17,21.2,10.8,15.9,9.5,5.0,13.5,28.4,320,3.89,19.99
2013-02-18,21.7,9.7,15.7,10.2,7.9,9.1,24.5,36,3.77,21.28
2013-02-19,23.8,10.2,16.9,10.9,8.5,9.9,24.5,70,3.86,21.22
2013-02-20,24.6,12.1,18.2,11.6,9.8,9.3,24.8,63,4.09,21.27
2013-02-21,26.1,12.1,19.0,11.3,8.7,13.2,31.7,104,4.29,21.49
2013-02-22,29.2,14.5,21.1,14.9,9.2,10.4,24.8,117,4.6,21.05
2013-02-23,29.0,16.4,21.7,15.2,13.2,21.2,55.4,209,4.52,19.92
2013-02-24,24.8,14.9,18.9,15.1,10.5,15.6,26.6,18,3.7,18.42
2013-02-25,25.8,13.3,19.1,12.9,7.9,11.5,25.6,66,4.33,22.54
2013-02-26,29.7,13.8,21.5,12.6,9.9,12.6,28.1,115,4.98,22.18
2013-02-27,30.4,18.1,23.8,14.1,9.0,10.5,24.8,261,5.07,21.46
2013-02-28,29.4,14.4,21.8,11.7,8.0,10.5,25.2,11,5.13,22.63
2013-03-01,27.6,14.6,20.5,11.5,4.6,11.8,27.0,16,5.2,23.28
2013-03-02,28.9,11.8,20.2,8.6,2.1,10.2,23.8,19,5.33,23.67
2013-03-03,30.3,11.7,21.0,8.8,1.4,11.5,23.8,37,5.56,23.95
2013-03-04,31.3,13.0,22.2,9.2,0.9,11.1,23.8,64,5.8,23.95
2013-03-05,31.5,14.2,22.9,8.0,1.7,12.9,28.4,65,6.27,23.79
2013-03-06,30.8,14.3,22.8,8.0,-0.8,11.2,26.3,53,6.21,24.06
2013-03-07,31.2,14.2,23.1,8.3,2.1,11.5,24.1,69,6.08,24.0
2013-03-08,31.8,15.2,23.6,8.1,1.3,11.3,25.6,70,6.24,24.17
2013-03-09,33.5,15.5,24.8,9.1,1.6,11.2,25.2,102,6.29,24.02
2013-03-10,33.7,17.6,25.7,10.6,-0.8,11.3,27.7,242,6.19,24.11
2013-03-11,33.7,18.2,25.8,8.2,2.5,12.0,28.4,300,6.44,23.82
2013-03-12,34.2,17.8,26.4,11.4,4.0,11.7,24.8,344,6.24,24.02
2013-03-13,33.7,17.4,26.0,10.7,5.6,9.5,25.2,217,5.81,22.67
2013-03-14,32.1,19.6,26.0,8.3,6.2,12.0,30.6,313,6.25,22.53
2013-03-15,31.5,20.1,24.8,15.5,6.5,18.2,39.2,64,6.17,21.51
2013-03-16,29.2,18.6,23.3,17.9,13.8,13.8,34.2,79,4.48,19.98
2013-03-17,29.0,17.3,22.6,16.9,13.3,14.9,30.2,99,4.71,22.46
2013-03-18,30.0,16.4,23.2,14.7,7.0,11.0,23.8,14,5.6,24.86
2013-03-19,32.0,20.2,25.9,13.8,5.3,9.2,17.6,74,5.45,24.7
2013-03-20,32.5,21.1,26.5,15.0,10.4,14.4,31.7,172,5.61,19.63
2013-03-21,33.3,20.6,26.3,15.2,5.4,12.5,31.3,300,6.52,24.87
2013-03-22,34.2,18.9,26.1,11.9,4.0,10.2,22.7,284,5.81,23.41
2013-03-23,34.2,18.8,26.6,11.8,7.2,10.7,18.4,323,5.79,25.14
2013-03-24,33.9,20.8,27.5,13.2,8.8,8.8,27.0,15,5.86,23.62
2013-03-25,35.1,20.6,27.8,13.7,7.3,16.1,36.4,324,6.5,24.31
2013-03-26,34.4,20.4,27.4,12.0,8.8,10.8,25.9,26,6.14,23.59
2013-03-27,34.5,21.8,28.0,13.4,9.6,10.8,21.6,49,5.28,18.56
2013-03-28,34.7,21.8,28.0,13.9,10.4,12.3,29.2,16,6.61,23.59
2013-03-29,33.0,20.7,27.0,14.9,4.7,15.3,33.8,290,6.89,25.67
2013-03-30,32.6,19.4,26.1,10.3,5.6,14.3,28.8,324,7.12,26.04
2013-03-31,33.0,20.2,26.6,12.1,7.3,9.7,25.6,42,5.98,23.57
2013-04-01,35.4,20.3,28.2,10.0,6.7,13.1,31.3,78,6.8,25.74
2013-04-02,37.1,23.1,29.7,12.7,6.7,20.1,45.7,188,8.13,23.93
2013-04-03,34.9,21.7,28.3,9.7,3.5,14.6,33.1,267,7.42,26.35
2013-04-04,34.2,19.5,27.2,13.6,5.3,13.4,28.8,345,6.92,26.08
2013-04-05,34.8,20.8,27.9,9.8,2.9,14.6,31.7,357,7.67,26.56
2013-04-06,36.2,20.6,28.6,8.4,0.6,13.6,32.4,358,7.56,26.95
2013-04-07,37.3,20.7,29.2,10.1,1.8,10.6,25.2,153,7.37,26.87
2013-04-08,37.6,23.4,30.2,6.8,3.7,19.7,32.4,294,8.23,26.54
2013-04-09,38.2,23.0,30.3,8.6,4.0,13.0,29.2,297,7.66,26.74
2013-04-10,37.5,25.0,30.9,8.9,5.6,17.8,32.0,329,7.95,24.87
2013-04-11,37.1,23.8,30.6,9.5,5.7,15.6,32.0,309,8.19,25.63
2013-04-12,37.7,23.8,30.7,9.8,5.0,14.6,32.8,290,7.84,26.35
2013-04-13,37.7,23.5,30.8,11.0,5.8,15.4,36.0,282,7.03,24.08
2013-04-14,37.6,24.5,30.9,11.1,2.7,17.7,40.7,269,8.34,26.47
2013-04-15,37.9,24.8,31.1,15.4,4.9,16.9,33.5,287,7.81,27.1
2013-04-16,38.5,23.8,31.6,6.6,3.8,16.8,32.8,298,9.16,27.09
2013-04-17,37.2,25.5,31.3,12.2,3.3,16.9,35.3,289,8.46,26.03
2013-04-18,35.8,24.9,30.1,12.6,5.3,20.3,40.3,297,7.49,21.81
2013-04-19,33.7,23.9,27.8,14.2,9.2,12.6,32.4,307,6.36,23.59
2013-04-20,32.3,22.2,27.3,13.7,9.4,13.1,27.7,276,5.96,23.94
2013-04-21,33.1,21.1,27.2,15.2,10.2,7.8,25.2,283,5.8,24.35
2013-04-22,32.3,21.9,27.1,15.0,11.7,10.2,26.6,49,5.36,22.3
2013-04-23,34.5,22.6,28.5,15.7,12.4,11.7,25.2,98,5.98,23.68
2013-04-24,35.0,23.2,29.8,15.7,12.4,7.1,23.0,107,5.3,22.96
2013-04-25,37.5,24.1,30.6,16.8,12.3,11.4,27.0,135,6.43,22.73
2013-04-26,37.7,24.9,31.5,17.3,9.8,12.1,27.7,258,7.45,25.86
2013-04-27,39.1,25.4,32.4,12.1,8.4,13.2,23.4,293,8.03,27.4
2013-04-28,38.8,25.6,32.4,13.6,10.2,13.0,29.5,22,7.49,26.86
2013-04-29,39.4,25.1,32.6,14.8,8.0,10.2,25.9,342,7.48,26.51
2013-04-30,39.9,27.3,33.5,11.6,6.5,16.8,32.4,312,8.95,27.42
2013-05-01,40.4,25.5,33.1,12.0,4.0,17.7,34.9,319,8.63,27.57
2013-05-02,39.3,24.8,32.1,4.9,-2.9,16.3,36.4,315,8.98,28.56
2013-05-03,38.9,23.4,31.7,6.0,-3.2,15.0,33.5,299,8.78,28.46
2013-05-04,39.6,26.9,33.4,13.3,5.7,18.7,35.6,286,9.12,27.51
2013-05-05,40.8,27.2,34.2,13.6,9.3,15.4,32.8,261,8.47,26.55
2013-05-06,40.5,28.1,34.3,9.9,7.7,17.1,35.6,281,9.53,27.55
2013-05-07,41.5,28.8,34.9,14.3,4.9,18.7,37.4,303,9.53,27.87
2013-05-08,41.6,27.7,34.5,13.4,3.9,15.0,28.4,306,9.07,28.06
2013-05-09,40.7,28.7,34.6,8.7,0.3,19.4,38.5,292,10.75,28.34
2013-05-10,40.1,26.9,33.7,8.8,1.6,18.0,36.7,287,10.47,27.64
2013-05-11,38.5,28.0,33.0,11.1,4.2,21.0,45.0,288,10.53,27.96
2013-05-12,38.3,26.1,32.5,9.7,5.5,15.0,34.9,296,9.45,27.91
2013-05-13,36.8,25.8,31.7,15.3,10.3,9.5,29.5,8,6.73,24.69
2013-05-14,38.5,26.5,32.8,12.9,7.0,10.1,27.4,20,7.42,26.25
2013-05-15,39.4,26.8,33.2,13.5,7.1,11.7,29.9,293,7.18,24.78
2013-05-16,40.0,26.8,33.9,10.6,7.8,16.9,37.4,302,8.81,24.92
2013-05-17,41.1,28.7,34.7,16.9,7.4,22.1,42.1,287,9.48,25.5
2013-05-18,42.0,29.3,35.3,15.5,6.4,18.8,32.8,286,9.38,25.64
2013-05-19,42.2,30.0,35.9,13.6,5.7,17.9,37.8,301,9.55,25.67
2013-05-20,43.0,30.4,36.6,7.5,3.8,22.7,39.6,321,10.71,27.64
2013-05-21,43.1,30.6,36.6,8.0,4.4,21.6,45.7,311,11.16,24.99
2013-05-22,42.2,30.6,36.2,8.1,1.5,23.1,49.0,302,12.15,27.74
2013-05-23,41.0,29.1,34.9,11.5,1.9,21.4,44.6,282,11.42,28.35
2013-05-24,41.5,28.6,35.1,16.8,6.6,22.5,43.9,278,10.97,27.39
2013-05-25,40.0,28.4,34.5,19.5,10.4,22.5,44.3,284,10.16,26.12
2013-05-26,39.7,28.7,34.4,19.8,8.2,21.9,43.6,290,9.68,25.48
2013-05-27,39.4,29.0,34.0,19.7,8.5,23.2,43.6,289,9.51,25.67
2013-05-28,38.1,30.1,33.9,18.6,13.1,23.9,47.5,303,8.14,18.5
2013-05-29,39.6,30.7,34.9,15.6,10.4,22.6,47.2,307,9.42,21.93
2013-05-30,39.5,29.7,34.7,13.0,8.6,20.9,37.8,304,8.85,22.01
2013-05-31,41.1,29.6,35.1,14.7,3.0,20.2,42.8,303,9.48,25.86
2013-06-01,40.6,28.0,34.4,15.4,6.6,17.0,38.2,302,8.16,23.97
2013-06-02,38.6,28.3,33.1,18.8,13.4,16.8,40.3,321,7.42,23.61
2013-06-03,39.2,29.4,34.2,16.9,14.3,10.3,29.9,322,6.95,24.88
2013-06-04,39.5,30.1,34.2,20.0,16.3,18.9,37.1,257,7.94,23.72
2013-06-05,39.4,29.2,33.9,21.2,17.9,19.2,38.9,277,8.19,24.9
2013-06-06,37.7,29.9,33.2,22.3,19.8,18.5,40.3,271,7.24,22.26
2013-06-07,36.6,28.6,30.8,23.7,20.9,15.9,35.3,255,5.72,21.47
2013-06-08,35.4,27.7,31.2,24.2,22.2,12.6,28.4,257,5.63,21.53
2013-06-09,33.0,24.9,28.2,24.6,23.3,17.7,36.0,247,3.73,14.66
2013-06-10,32.3,24.7,28.4,23.5,22.0,18.3,35.3,241,4.43,17.16
2013-06-11,27.8,24.4,25.9,23.8,22.0,15.4,29.5,285,1.92,7.6
2013-06-12,30.2,24.0,26.5,23.8,22.4,10.6,23.0,285,3.25,14.66
2013-06-13,30.6,24.7,27.2,24.6,22.4,11.9,26.6,317,3.75,16.96
2013-06-14,31.4,23.8,27.5,23.8,21.6,15.9,40.0,349,3.89,16.19
2013-06-15,28.4,24.0,25.7,24.2,23.2,12.6,27.7,357,2.26,10.11
2013-06-16,27.4,23.6,24.9,24.1,22.9,21.3,43.2,213,1.72,7.56
2013-06-17,24.6,23.3,23.8,23.3,22.8,20.0,37.4,212,0.87,3.84
2013-06-18,28.7,23.4,25.5,23.2,22.1,17.3,44.3,246,3.2,14.9
2013-06-19,29.6,23.1,25.9,24.1,22.0,14.0,32.0,284,3.44,16.1
2013-06-20,31.8,24.4,27.8,23.9,23.0,17.0,33.8,276,4.89,22.22
2013-06-21,31.2,25.2,27.8,23.4,22.3,20.6,39.2,273,4.15,16.75
2013-06-22,29.8,24.9,27.3,23.2,22.3,20.0,43.2,269,3.7,14.21
2013-06-23,27.3,24.8,25.9,23.9,22.2,16.7,34.6,269,1.9,6.39
2013-06-24,29.5,24.8,26.6,23.3,21.8,18.1,35.3,286,2.81,10.27
2013-06-25,28.6,23.8,25.4,24.3,22.8,17.3,38.5,306,2.01,8.83
2013-06-26,27.1,23.0,24.4,24.1,22.5,21.2,42.1,286,1.26,5.03
2013-06-27,24.4,23.0,23.6,23.2,21.9,23.5,45.0,263,0.8,2.71
2013-06-28,28.2,22.9,25.2,22.6,21.8,21.4,43.6,255,2.41,8.76
2013-06-29,29.1,24.0,26.4,22.3,21.6,25.3,48.2,253,3.63,13.13
2013-06-30,29.5,24.2,26.6,22.1,21.5,25.1,47.9,256,4.17,16.17
2013-07-01,28.8,24.6,26.0,23.6,21.8,19.8,43.9,260,2.62,10.17
2013-07-02,25.3,23.7,24.5,24.1,22.7,20.0,38.2,274,1.0,3.95
2013-07-03,27.3,23.5,24.6,24.4,22.6,22.1,40.0,305,1.44,6.18
2013-07-04,26.2,22.6,24.1,24.0,19.4,25.7,54.0,234,1.76,6.52
2013-07-05,22.8,21.8,22.4,21.1,19.7,21.6,40.3,231,1.0,2.45
2013-07-06,26.7,22.8,24.3,23.7,21.6,13.8,28.8,231,1.41,6.04
2013-07-07,29.4,23.4,25.6,24.8,22.7,16.2,28.8,254,3.06,14.56
2013-07-08,28.3,23.8,25.6,23.9,22.7,11.2,33.1,261,2.62,12.33
2013-07-09,29.8,23.3,25.3,24.1,22.5,16.7,35.6,263,2.9,13.76
2013-07-10,26.5,23.4,24.5,23.3,22.1,16.5,32.8,266,1.8,8.03
2013-07-11,27.5,23.0,24.6,24.5,22.2,15.9,34.6,297,1.77,8.05
2013-07-12,28.5,23.0,25.1,24.1,22.7,13.4,28.4,345,2.34,11.16
2013-07-13,27.7,23.6,25.1,24.1,22.2,14.0,28.8,269,2.05,9.18
2013-07-14,25.1,22.9,23.7,23.5,22.4,17.6,37.1,276,0.96,4.01
2013-07-15,24.8,22.7,23.7,23.6,22.0,18.5,34.9,294,0.85,3.42
2013-07-16,27.7,23.0,24.6,24.0,22.9,15.8,27.4,324,1.93,9.33
2013-07-17,29.8,23.0,25.6,24.5,22.6,16.0,31.0,300,2.75,12.57
2013-07-18,28.3,23.5,25.1,24.6,23.1,19.1,30.2,291,2.24,10.76
2013-07-19,24.9,23.2,24.0,23.7,23.0,19.0,34.2,289,0.67,2.61
2013-07-20,24.7,23.3,23.8,23.7,22.4,14.4,28.4,286,0.73,2.62
2013-07-21,27.5,22.9,24.6,23.3,22.3,15.5,32.4,281,1.85,8.34
2013-07-22,27.4,23.4,24.6,23.8,22.5,17.1,28.4,295,1.61,7.12
2013-07-23,29.4,23.2,25.7,24.5,22.8,11.1,31.0,1,2.69,12.6
2013-07-24,29.7,23.7,26.0,24.6,23.4,10.0,24.5,89,2.61,12.12
2013-07-25,25.8,23.5,24.3,23.7,23.1,16.3,29.9,254,1.13,4.98
2013-07-26,23.5,22.7,23.2,23.1,22.0,17.3,36.0,254,0.62,2.33
2013-07-27,23.9,22.4,22.9,22.8,21.6,18.7,39.2,240,0.78,2.98
2013-07-28,23.9,22.4,23.0,22.9,21.7,22.3,41.8,248,0.74,2.79
2013-07-29,24.1,22.5,23.3,22.6,21.6,22.5,46.1,257,1.15,4.83
2013-07-30,25.3,22.2,23.6,22.1,21.0,23.5,43.9,279,1.51,5.9
2013-07-31,26.7,22.9,24.1,23.8,21.9,20.0,40.7,321,1.7,8.36
2013-08-01,28.0,22.9,24.8,24.2,22.7,19.6,33.8,4,1.92,8.97
2013-08-02,27.8,22.9,24.8,24.7,21.7,15.9,31.3,135,2.56,12.43
2013-08-03,24.9,22.2,23.4,22.2,21.2,16.5,34.6,237,1.14,4.14
2013-08-04,28.6,22.5,25.2,22.4,21.1,13.3,30.6,266,3.25,15.07
2013-08-05,25.4,22.8,23.9,23.7,21.8,13.2,24.8,286,1.09,4.83
2013-08-06,25.4,22.8,23.9,23.1,22.1,16.3,27.0,300,1.12,4.7
2013-08-07,26.1,23.0,24.2,23.0,22.0,17.7,31.3,280,1.65,7.23
2013-08-08,23.6,22.6,23.1,22.6,21.8,16.6,31.3,276,0.68,2.51
2013-08-09,23.4,22.1,22.8,22.3,21.3,19.2,35.6,268,0.71,2.36
2013-08-10,24.3,22.1,23.1,22.5,21.2,24.9,42.8,260,1.21,5.45
2013-08-11,27.2,22.6,24.5,22.4,21.0,19.4,37.1,251,2.79,12.93
2013-08-12,25.8,22.7,23.7,23.6,22.0,13.7,26.3,256,1.13,4.97
2013-08-13,25.7,22.7,23.6,24.5,22.1,14.0,31.0,231,1.32,6.22
2013-08-14,27.1,22.7,24.7,23.0,21.9,11.6,26.6,235,2.77,13.6
2013-08-15,28.8,22.7,25.6,22.6,21.4,13.7,30.6,259,3.36,15.87
2013-08-16,29.1,23.2,25.6,23.2,21.8,13.5,25.9,269,3.48,16.53
2013-08-17,27.7,23.4,25.0,23.0,22.2,14.2,32.8,269,2.22,10.02
2013-08-18,28.6,23.2,24.6,24.2,21.9,15.6,34.6,283,1.99,8.96
2013-08-19,24.7,22.3,23.4,22.5,21.1,20.9,41.4,282,1.46,6.24
2013-08-20,22.8,22.0,22.4,22.4,20.6,23.9,43.2,288,0.78,2.88
2013-08-21,24.4,22.0,23.0,22.9,21.6,17.4,34.2,313,0.88,3.54
2013-08-22,24.5,22.2,23.4,22.6,21.3,27.5,49.0,320,1.18,4.65
2013-08-23,27.5,22.6,24.1,24.4,22.3,21.4,40.0,357,1.75,8.48
2013-08-24,28.3,23.0,25.2,23.9,22.7,9.4,22.0,44,2.67,12.8
2013-08-25,29.1,23.2,25.4,23.8,22.7,9.5,17.6,266,2.94,13.94
2013-08-26,27.5,23.2,24.7,23.8,22.4,16.9,37.4,289,1.82,8.64
2013-08-27,27.3,22.7,24.8,22.4,20.8,17.1,36.7,278,2.53,10.58
2013-08-28,27.3,22.2,24.8,21.9,19.7,14.4,34.9,289,3.11,13.94
2013-08-29,27.6,22.3,24.5,21.9,20.4,18.0,36.0,283,2.8,11.93
2013-08-30,28.7,22.5,25.1,22.7,20.8,19.9,38.5,284,3.35,15.5
2013-08-31,29.1,22.6,25.5,24.2,21.9,13.4,29.5,282,3.72,18.22
2013-09-01,29.5,22.8,25.7,23.3,21.7,14.5,29.5,292,3.76,18.14
2013-09-02,29.5,22.8,26.0,23.1,21.6,12.0,27.4,285,3.97,19.11
2013-09-03,29.6,23.0,26.0,23.7,21.5,11.3,25.6,284,4.08,19.67
2013-09-04,29.0,23.0,25.3,22.3,21.1,15.4,29.9,275,3.63,16.84
2013-09-05,28.3,22.4,25.0,21.4,19.9,16.3,34.6,274,3.8,17.51
2013-09-06,28.8,21.8,25.1,21.0,19.9,14.5,33.5,279,4.06,19.52
2013-09-07,29.5,22.2,25.6,22.5,20.6,13.0,28.4,303,4.42,21.64
2013-09-08,30.4,21.3,25.8,21.9,18.6,8.3,20.9,358,4.49,21.14
2013-09-09,30.9,21.8,26.2,21.2,18.6,12.4,24.8,36,4.75,21.21
2013-09-10,31.6,21.7,26.6,21.6,19.1,12.8,26.6,32,4.73,21.14
2013-09-11,31.8,23.4,27.4,22.3,20.0,12.1,29.5,44,4.79,21.17
2013-09-12,32.4,23.2,27.8,22.8,20.5,11.9,27.0,50,4.95,21.87
2013-09-13,32.7,23.2,28.1,23.6,21.0,10.5,25.2,40,4.76,21.25
2013-09-14,32.2,23.7,28.1,23.5,21.3,9.8,23.4,28,4.47,20.28
2013-09-15,32.3,23.9,28.2,23.4,20.4,11.6,27.0,357,4.69,20.98
2013-09-16,33.1,23.3,28.1,23.1,18.0,11.9,25.9,39,4.77,20.08
2013-09-17,32.4,23.4,27.7,22.3,20.6,14.2,33.1,39,4.89,20.62
2013-09-18,32.6,22.9,27.8,21.4,16.0,14.6,29.5,42,5.0,19.31
2013-09-19,33.7,22.5,28.1,20.5,15.8,16.5,34.9,26,5.81,21.77
2013-09-20,30.4,23.6,25.5,23.5,18.6,19.1,42.1,15,2.8,11.58
2013-09-21,28.5,23.3,25.2,23.3,22.1,18.3,37.8,60,2.67,12.39
2013-09-22,28.6,23.4,25.3,23.2,22.2,12.6,27.4,79,2.38,11.01
2013-09-23,26.8,22.9,24.2,22.7,19.1,17.0,36.0,187,2.36,10.02
2013-09-24,25.8,22.9,24.0,21.0,19.1,18.7,36.7,175,1.93,5.58
2013-09-25,29.8,22.1,25.6,20.9,19.9,15.1,36.4,186,4.29,19.36
2013-09-26,30.4,21.8,26.1,21.5,19.4,9.7,27.0,221,4.31,19.64
2013-09-27,30.6,21.8,26.3,22.0,20.1,8.1,20.5,259,4.39,20.49
2013-09-28,30.7,23.3,26.6,21.9,20.4,10.8,24.5,264,4.49,20.43
2013-09-29,30.1,22.3,26.0,21.3,19.9,11.5,27.0,234,4.12,18.87
2013-09-30,29.5,22.3,25.9,22.5,20.2,8.7,19.4,233,3.76,17.74
2013-10-01,30.0,22.9,26.1,22.9,21.2,8.8,21.6,24,3.26,14.63
2013-10-02,28.3,23.3,25.4,21.9,21.4,17.4,32.0,32,2.72,11.29
2013-10-03,27.7,23.1,24.6,22.4,21.4,12.6,28.4,5,1.99,8.07
2013-10-04,26.5,22.5,23.9,22.5,21.3,15.6,34.2,279,1.52,6.75
2013-10-05,27.5,21.8,24.1,21.3,20.2,16.6,33.8,274,2.71,12.48
2013-10-06,27.8,22.3,24.4,22.7,21.0,10.4,26.3,276,2.25,10.5
2013-10-07,29.4,21.5,24.7,22.2,21.1,10.1,22.0,7,3.23,15.46
2013-10-08,27.0,21.7,23.9,21.8,20.9,10.1,21.6,34,2.27,10.63
2013-10-09,29.0,21.7,24.4,22.8,21.0,10.8,33.1,69,3.17,15.5
2013-10-10,28.6,22.3,24.9,21.8,20.2,12.2,28.1,70,3.49,16.48
2013-10-11,28.2,20.7,24.2,21.2,19.5,9.4,24.5,67,3.21,15.42
2013-10-12,28.8,21.6,24.5,21.5,19.7,11.8,22.0,44,2.89,12.96
2013-10-13,29.9,21.4,25.3,21.2,19.7,18.1,37.8,26,4.14,18.35
2013-10-14,29.4,21.0,24.8,20.4,18.2,10.5,23.4,15,3.68,18.14
2013-10-15,30.2,20.7,25.7,20.4,18.4,6.2,18.7,256,3.63,16.99
2013-10-16,31.4,20.4,25.9,20.7,13.6,10.8,25.2,36,4.78,20.5
2013-10-17,31.2,19.5,25.4,18.4,14.8,11.2,27.0,82,4.32,18.21
2013-10-18,32.4,20.8,26.5,18.6,13.7,16.2,34.9,5,4.77,17.72
2013-10-19,32.2,22.3,27.0,18.6,12.9,13.9,29.9,50,4.83,18.42
2013-10-20,31.4,21.0,26.2,18.6,12.6,10.0,23.4,72,4.29,17.43
2013-10-21,31.3,19.7,25.7,17.8,9.4,11.9,27.0,60,5.05,19.9
2013-10-22,31.1,18.5,24.8,16.1,8.3,13.9,32.4,70,5.41,20.83
2013-10-23,31.1,18.2,24.5,14.8,7.3,15.1,35.3,53,5.6,20.8
2013-10-24,29.1,19.4,24.0,20.3,14.7,18.0,37.8,48,3.87,15.89
2013-10-25,29.0,21.5,25.1,20.0,18.5,19.2,42.5,51,3.81,14.08
2013-10-26,29.5,21.0,25.2,19.6,17.3,17.5,34.9,50,3.78,14.01
2013-10-27,30.3,20.6,25.4,19.9,13.9,10.4,26.3,35,4.14,17.59
2013-10-28,30.8,20.1,25.0,18.5,7.7,8.1,24.8,58,4.53,19.57
2013-10-29,31.6,17.7,24.6,16.4,7.9,8.5,25.6,178,4.56,19.76
2013-10-30,31.4,18.7,25.1,13.8,9.3,8.4,23.0,206,4.72,19.54
2013-10-31,31.1,18.9,25.2,14.3,10.1,9.2,24.5,205,4.77,18.9
2013-11-01,31.2,19.6,25.7,14.4,9.9,11.0,28.8,207,4.66,18.63
2013-11-02,30.8,20.7,26.0,15.5,10.3,9.4,24.8,242,3.95,16.79
2013-11-03,29.1,20.8,24.7,15.4,12.8,12.0,28.1,59,3.75,14.95
2013-11-04,30.0,19.0,24.4,14.0,11.1,11.5,28.4,84,4.31,17.28
2013-11-05,29.7,18.3,24.2,13.2,10.3,10.5,25.9,116,4.52,18.45
2013-11-06,29.1,17.8,24.1,14.9,10.7,10.0,22.0,145,4.1,16.46
2013-11-07,28.9,18.3,23.8,15.3,10.7,10.9,24.8,162,3.81,15.46
2013-11-08,29.2,18.3,23.5,15.9,9.5,12.6,26.6,62,3.76,15.95
2013-11-09,26.5,18.5,22.5,15.9,12.3,13.0,28.1,47,3.32,14.25
2013-11-10,27.2,17.9,22.2,16.1,9.4,12.5,29.5,52,3.67,14.88
2013-11-11,27.1,17.3,21.7,10.5,6.2,10.7,25.9,49,4.2,17.69
2013-11-12,27.1,15.2,21.3,11.5,7.2,8.9,23.0,101,3.9,17.98
2013-11-13,27.5,15.6,21.7,11.2,7.5,9.1,24.5,78,3.88,17.15
2013-11-14,27.0,15.0,21.1,11.8,8.5,11.2,27.4,63,3.82,17.0
2013-11-15,26.4,15.4,20.3,11.1,1.7,11.2,27.0,34,4.37,18.04
2013-11-16,25.9,12.3,18.9,8.2,2.1,11.3,25.6,50,4.25,18.66
2013-11-17,26.7,13.3,19.6,10.0,6.0,10.3,27.0,53,4.13,18.26
2013-11-18,27.8,12.8,20.0,10.5,2.3,10.0,24.1,38,4.28,18.33
2013-11-19,28.2,11.8,19.9,9.6,-0.3,10.4,23.8,43,4.31,18.58
2013-11-20,27.5,13.2,20.0,9.0,2.7,9.5,23.0,55,4.22,18.17
2013-11-21,27.3,12.8,19.9,8.3,4.3,10.9,26.6,83,4.27,17.94
2013-11-22,27.3,13.3,20.0,8.1,3.8,12.6,29.2,73,4.35,17.84
2013-11-23,28.3,13.7,20.9,12.9,7.7,10.0,24.8,70,3.9,17.56
2013-11-24,29.2,16.0,22.2,10.9,8.0,10.8,26.3,60,4.24,16.95
2013-11-25,29.7,15.9,22.4,11.7,7.1,10.5,24.8,36,4.3,16.87
2013-11-26,29.0,13.7,21.3,10.2,3.3,11.8,27.4,44,4.46,17.64
2013-11-27,28.4,14.2,21.3,10.6,5.2,10.5,27.7,53,4.1,16.56
